REAL,PRED
surprise,surprise
surprise,happy
surprise,surprise
surprise,surprise
surprise,surprise
surprise,happy
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,happy
surprise,fear
surprise,surprise
surprise,surprise
surprise,surprise
surprise,neutral
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,angry
surprise,surprise
surprise,fear
surprise,neutral
surprise,angry
surprise,fear
surprise,happy
surprise,surprise
surprise,sad
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,happy
surprise,surprise
surprise,happy
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,neutral
surprise,happy
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,fear
surprise,surprise
surprise,surprise
surprise,fear
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,neutral
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,fear
surprise,fear
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,angry
surprise,surprise
surprise,surprise
surprise,neutral
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,happy
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,angry
surprise,happy
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,neutral
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,happy
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,neutral
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,happy
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,neutral
surprise,surprise
surprise,surprise
surprise,fear
surprise,surprise
surprise,surprise
surprise,surprise
surprise,neutral
surprise,fear
surprise,surprise
surprise,fear
surprise,surprise
surprise,surprise
surprise,neutral
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,fear
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,happy
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,happy
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,fear
surprise,surprise
surprise,fear
surprise,surprise
surprise,happy
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,sad
surprise,surprise
surprise,angry
surprise,surprise
surprise,surprise
surprise,sad
surprise,sad
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
angry,angry
angry,sad
angry,neutral
angry,sad
angry,neutral
angry,neutral
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
fear,fear
fear,fear
fear,angry
fear,angry
fear,angry
fear,neutral
fear,happy
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,neutral
fear,fear
fear,fear
fear,fear
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
sad,happy
sad,happy
sad,angry
sad,angry
sad,neutral
sad,neutral
sad,neutral
sad,sad
sad,angry
sad,angry
sad,sad
sad,sad
sad,neutral
sad,sad
sad,angry
sad,angry
sad,neutral
sad,angry
surprise,fear
surprise,fear
surprise,surprise
surprise,surprise
surprise,fear
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
angry,neutral
angry,angry
angry,happy
angry,neutral
angry,sad
angry,sad
angry,happy
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,fear
angry,neutral
angry,angry
angry,sad
angry,angry
angry,angry
angry,neutral
angry,sad
angry,angry
angry,angry
angry,happy
angry,sad
angry,neutral
angry,neutral
angry,fear
angry,neutral
angry,angry
angry,sad
angry,angry
angry,neutral
angry,fear
angry,angry
angry,angry
angry,angry
angry,angry
angry,sad
angry,angry
angry,angry
angry,neutral
angry,neutral
angry,fear
angry,happy
angry,angry
angry,surprise
angry,angry
angry,happy
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,neutral
angry,happy
angry,angry
angry,neutral
angry,happy
angry,sad
angry,sad
angry,sad
angry,happy
angry,angry
angry,neutral
angry,sad
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,sad
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,neutral
angry,happy
angry,angry
angry,happy
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,sad
angry,angry
angry,happy
angry,angry
angry,sad
angry,sad
angry,angry
angry,sad
angry,fear
angry,angry
angry,angry
angry,angry
angry,happy
angry,angry
angry,sad
angry,happy
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,sad
angry,angry
angry,angry
angry,angry
angry,angry
angry,sad
angry,angry
angry,angry
angry,fear
angry,sad
angry,angry
angry,sad
angry,sad
angry,fear
angry,angry
angry,sad
angry,angry
angry,fear
angry,angry
angry,angry
angry,angry
angry,fear
angry,neutral
angry,angry
angry,sad
angry,sad
angry,neutral
angry,sad
angry,angry
angry,neutral
angry,angry
angry,fear
angry,angry
angry,neutral
angry,neutral
angry,sad
angry,surprise
angry,neutral
angry,sad
angry,sad
angry,sad
angry,neutral
angry,angry
angry,angry
angry,sad
angry,sad
angry,happy
angry,angry
angry,fear
angry,sad
angry,angry
angry,angry
angry,neutral
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,neutral
angry,angry
angry,sad
angry,surprise
angry,angry
angry,angry
angry,angry
angry,neutral
angry,angry
angry,angry
angry,angry
angry,angry
angry,sad
angry,sad
angry,sad
angry,angry
angry,angry
angry,fear
angry,angry
angry,happy
angry,fear
angry,neutral
angry,angry
angry,angry
angry,neutral
angry,angry
angry,neutral
angry,surprise
angry,angry
angry,angry
angry,angry
angry,happy
angry,neutral
angry,sad
angry,angry
angry,sad
angry,neutral
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,happy
angry,angry
angry,sad
angry,neutral
angry,angry
angry,sad
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,neutral
angry,sad
angry,angry
angry,neutral
angry,angry
angry,angry
angry,surprise
angry,neutral
angry,neutral
angry,angry
angry,angry
angry,fear
angry,fear
angry,sad
angry,happy
angry,angry
angry,happy
angry,neutral
angry,angry
angry,sad
angry,sad
angry,neutral
angry,angry
angry,angry
angry,surprise
angry,happy
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,happy
angry,neutral
angry,angry
angry,angry
angry,sad
angry,surprise
angry,neutral
angry,angry
angry,sad
angry,sad
angry,fear
angry,neutral
angry,angry
angry,angry
angry,fear
angry,sad
angry,angry
angry,neutral
angry,angry
angry,angry
angry,angry
angry,angry
angry,sad
angry,neutral
angry,neutral
angry,angry
angry,happy
angry,sad
angry,angry
angry,angry
angry,angry
angry,sad
angry,angry
angry,angry
angry,angry
angry,angry
angry,sad
angry,angry
angry,neutral
angry,sad
angry,sad
angry,angry
angry,sad
angry,sad
angry,angry
angry,angry
angry,neutral
angry,neutral
angry,sad
angry,angry
angry,angry
angry,angry
angry,angry
angry,sad
angry,angry
angry,angry
angry,fear
angry,angry
angry,neutral
angry,angry
angry,angry
angry,angry
angry,happy
angry,sad
angry,angry
angry,sad
angry,sad
angry,neutral
angry,angry
angry,angry
angry,sad
angry,angry
angry,angry
angry,angry
angry,sad
angry,fear
angry,neutral
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,sad
angry,angry
angry,sad
angry,neutral
angry,sad
angry,happy
angry,neutral
angry,fear
angry,angry
angry,sad
angry,angry
angry,angry
angry,neutral
angry,fear
angry,sad
angry,angry
angry,angry
angry,angry
angry,angry
angry,sad
angry,sad
angry,fear
angry,sad
angry,sad
angry,neutral
angry,sad
angry,sad
angry,angry
angry,neutral
angry,fear
angry,neutral
angry,angry
angry,angry
angry,neutral
angry,surprise
angry,angry
angry,neutral
angry,angry
angry,sad
angry,angry
angry,sad
angry,sad
angry,angry
angry,neutral
angry,neutral
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,neutral
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,sad
angry,angry
angry,angry
angry,angry
angry,sad
angry,sad
angry,angry
angry,angry
angry,angry
angry,angry
angry,fear
angry,sad
angry,neutral
angry,angry
angry,angry
angry,angry
angry,neutral
angry,happy
angry,neutral
angry,angry
angry,fear
angry,angry
angry,sad
angry,angry
angry,sad
angry,angry
angry,neutral
angry,angry
angry,angry
angry,angry
angry,neutral
angry,angry
angry,angry
angry,sad
angry,angry
angry,angry
angry,angry
angry,sad
angry,angry
angry,angry
angry,angry
angry,neutral
angry,angry
angry,neutral
angry,angry
angry,fear
angry,angry
angry,surprise
angry,angry
angry,neutral
angry,angry
angry,neutral
angry,angry
angry,sad
angry,angry
angry,sad
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,angry
angry,sad
angry,angry
angry,neutral
angry,happy
angry,sad
angry,angry
angry,surprise
angry,angry
angry,neutral
angry,angry
angry,angry
angry,happy
angry,neutral
angry,angry
angry,angry
angry,angry
angry,neutral
angry,neutral
angry,sad
angry,fear
angry,sad
angry,angry
angry,neutral
angry,neutral
angry,angry
angry,angry
angry,angry
fear,fear
fear,fear
fear,happy
fear,surprise
fear,sad
fear,fear
fear,angry
fear,surprise
fear,fear
fear,happy
fear,happy
fear,surprise
fear,angry
fear,happy
fear,fear
fear,fear
fear,surprise
fear,neutral
fear,sad
fear,sad
fear,sad
fear,angry
fear,angry
fear,fear
fear,fear
fear,sad
fear,sad
fear,surprise
fear,angry
fear,sad
fear,fear
fear,fear
fear,neutral
fear,angry
fear,angry
fear,fear
fear,fear
fear,sad
fear,angry
fear,happy
fear,sad
fear,sad
fear,fear
fear,sad
fear,neutral
fear,fear
fear,fear
fear,sad
fear,fear
fear,fear
fear,fear
fear,sad
fear,surprise
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,surprise
fear,sad
fear,sad
fear,neutral
fear,happy
fear,fear
fear,happy
fear,surprise
fear,angry
fear,neutral
fear,fear
fear,fear
fear,sad
fear,angry
fear,fear
fear,neutral
fear,fear
fear,fear
fear,fear
fear,sad
fear,angry
fear,sad
fear,fear
fear,surprise
fear,surprise
fear,sad
fear,happy
fear,sad
fear,surprise
fear,fear
fear,surprise
fear,sad
fear,fear
fear,fear
fear,sad
fear,sad
fear,fear
fear,fear
fear,neutral
fear,surprise
fear,fear
fear,sad
fear,sad
fear,surprise
fear,fear
fear,surprise
fear,happy
fear,fear
fear,fear
fear,surprise
fear,fear
fear,happy
fear,fear
fear,sad
fear,sad
fear,sad
fear,fear
fear,surprise
fear,surprise
fear,neutral
fear,surprise
fear,fear
fear,fear
fear,angry
fear,fear
fear,happy
fear,angry
fear,happy
fear,neutral
fear,sad
fear,sad
fear,fear
fear,angry
fear,angry
fear,fear
fear,surprise
fear,angry
fear,neutral
fear,surprise
fear,angry
fear,fear
fear,fear
fear,fear
fear,sad
fear,fear
fear,fear
fear,angry
fear,neutral
fear,angry
fear,fear
fear,surprise
fear,surprise
fear,fear
fear,angry
fear,angry
fear,fear
fear,fear
fear,sad
fear,neutral
fear,happy
fear,sad
fear,fear
fear,sad
fear,fear
fear,sad
fear,angry
fear,sad
fear,angry
fear,sad
fear,sad
fear,fear
fear,angry
fear,fear
fear,neutral
fear,sad
fear,sad
fear,angry
fear,sad
fear,fear
fear,angry
fear,sad
fear,surprise
fear,fear
fear,sad
fear,neutral
fear,happy
fear,fear
fear,sad
fear,fear
fear,sad
fear,sad
fear,angry
fear,sad
fear,sad
fear,angry
fear,neutral
fear,angry
fear,fear
fear,fear
fear,sad
fear,happy
fear,neutral
fear,fear
fear,neutral
fear,neutral
fear,fear
fear,fear
fear,fear
fear,neutral
fear,sad
fear,angry
fear,fear
fear,fear
fear,sad
fear,angry
fear,angry
fear,fear
fear,fear
fear,angry
fear,happy
fear,fear
fear,happy
fear,happy
fear,surprise
fear,fear
fear,fear
fear,angry
fear,angry
fear,fear
fear,fear
fear,fear
fear,happy
fear,neutral
fear,neutral
fear,fear
fear,happy
fear,fear
fear,neutral
fear,neutral
fear,fear
fear,neutral
fear,sad
fear,fear
fear,happy
fear,fear
fear,fear
fear,sad
fear,angry
fear,happy
fear,sad
fear,sad
fear,fear
fear,angry
fear,fear
fear,fear
fear,angry
fear,surprise
fear,fear
fear,happy
fear,fear
fear,angry
fear,fear
fear,fear
fear,sad
fear,fear
fear,fear
fear,fear
fear,happy
fear,sad
fear,sad
fear,sad
fear,angry
fear,angry
fear,neutral
fear,fear
fear,sad
fear,neutral
fear,surprise
fear,fear
fear,neutral
fear,angry
fear,angry
fear,angry
fear,fear
fear,angry
fear,fear
fear,neutral
fear,fear
fear,surprise
fear,angry
fear,sad
fear,sad
fear,sad
fear,angry
fear,surprise
fear,fear
fear,neutral
fear,fear
fear,happy
fear,surprise
fear,happy
fear,fear
fear,neutral
fear,happy
fear,angry
fear,sad
fear,fear
fear,fear
fear,sad
fear,sad
fear,angry
fear,fear
fear,sad
fear,happy
fear,neutral
fear,angry
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,surprise
fear,sad
fear,sad
fear,fear
fear,neutral
fear,surprise
fear,surprise
fear,angry
fear,sad
fear,fear
fear,neutral
fear,fear
fear,happy
fear,angry
fear,fear
fear,happy
fear,fear
fear,fear
fear,surprise
fear,sad
fear,angry
fear,sad
fear,angry
fear,neutral
fear,sad
fear,sad
fear,angry
fear,fear
fear,fear
fear,sad
fear,fear
fear,fear
fear,surprise
fear,neutral
fear,surprise
fear,fear
fear,surprise
fear,fear
fear,fear
fear,surprise
fear,happy
fear,angry
fear,surprise
fear,fear
fear,fear
fear,neutral
fear,fear
fear,fear
fear,angry
fear,happy
fear,angry
fear,sad
fear,surprise
fear,surprise
fear,fear
fear,sad
fear,angry
fear,fear
fear,sad
fear,fear
fear,fear
fear,sad
fear,neutral
fear,angry
fear,sad
fear,neutral
fear,sad
fear,fear
fear,sad
fear,fear
fear,neutral
fear,fear
fear,fear
fear,fear
fear,sad
fear,fear
fear,angry
fear,sad
fear,fear
fear,sad
fear,fear
fear,happy
fear,surprise
fear,neutral
fear,angry
fear,neutral
fear,neutral
fear,fear
fear,happy
fear,neutral
fear,sad
fear,sad
fear,fear
fear,sad
fear,neutral
fear,fear
fear,angry
fear,fear
fear,fear
fear,angry
fear,angry
fear,happy
fear,surprise
fear,fear
fear,neutral
fear,sad
fear,happy
fear,angry
fear,fear
fear,fear
fear,angry
fear,fear
fear,fear
fear,sad
fear,sad
fear,neutral
fear,happy
fear,fear
fear,surprise
fear,neutral
fear,sad
fear,fear
fear,fear
fear,sad
fear,fear
fear,fear
fear,sad
fear,angry
fear,neutral
fear,sad
fear,neutral
fear,angry
fear,neutral
fear,angry
fear,fear
fear,happy
fear,fear
fear,neutral
fear,angry
fear,fear
fear,fear
fear,neutral
fear,neutral
fear,angry
fear,neutral
fear,neutral
fear,angry
fear,fear
fear,fear
fear,happy
fear,fear
fear,angry
fear,fear
fear,happy
fear,fear
fear,neutral
fear,surprise
fear,angry
fear,surprise
fear,neutral
fear,happy
fear,fear
fear,surprise
fear,angry
fear,sad
fear,angry
fear,fear
fear,sad
fear,neutral
fear,happy
fear,sad
fear,fear
fear,surprise
fear,neutral
fear,fear
fear,fear
fear,surprise
fear,angry
fear,happy
fear,neutral
fear,happy
fear,angry
fear,surprise
fear,sad
fear,neutral
fear,fear
fear,fear
fear,neutral
fear,angry
fear,neutral
fear,fear
fear,fear
fear,neutral
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,surprise
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,angry
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,angry
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,angry
happy,happy
happy,sad
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,sad
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,sad
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,angry
happy,happy
happy,happy
happy,angry
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,fear
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,sad
happy,sad
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,angry
happy,happy
happy,happy
happy,sad
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,fear
happy,happy
happy,happy
happy,happy
happy,happy
happy,fear
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,neutral
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,surprise
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,neutral
happy,happy
happy,surprise
happy,happy
happy,happy
happy,fear
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,angry
happy,neutral
happy,happy
happy,happy
happy,neutral
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,neutral
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,angry
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,neutral
happy,happy
happy,happy
happy,neutral
happy,sad
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,fear
happy,happy
happy,happy
happy,happy
happy,surprise
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,angry
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,angry
happy,happy
happy,sad
happy,neutral
happy,happy
happy,neutral
happy,angry
happy,neutral
happy,angry
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,angry
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,fear
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,angry
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,angry
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,surprise
happy,happy
happy,happy
happy,happy
happy,happy
happy,angry
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,angry
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,fear
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,happy
happy,fear
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,angry
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,angry
happy,happy
happy,sad
happy,neutral
happy,neutral
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,fear
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,surprise
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,fear
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,neutral
happy,happy
happy,angry
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,sad
happy,sad
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,surprise
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,angry
happy,happy
happy,happy
happy,happy
happy,neutral
happy,surprise
happy,neutral
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
